"Laufende
Nummer";"Regional-
schlüssel";"Gemeinde-
schlüsselnr.";"Vgem-
schlüssel";Bezeichnung;Spalte001;Spalte002;Spalte003;Spalte004;Spalte005;Spalte006;Spalte007;Spalte008;Spalte009;Spalte010;Spalte011;Spalte012;Spalte013;Spalte014;Spalte015;Spalte016;Spalte017;Spalte018;Spalte019;Spalte020;Spalte021;Spalte022;Spalte023;Spalte024;Spalte025;Spalte026;Spalte027;Spalte028;Spalte029;Spalte030;Spalte031;Spalte032;Spalte033;Spalte034;Spalte035;Spalte036;Spalte037;Spalte038;Spalte039;Spalte040;Spalte041;Spalte042;Spalte043;Spalte044;Spalte045;Spalte046;Spalte047;Spalte048;Spalte049;Spalte050;Spalte051;Spalte052;Spalte053;Spalte054;Spalte055;Spalte056;Spalte057;Spalte058;Spalte059;Spalte060;Spalte061;Spalte062;Spalte063;Spalte064;Spalte065;Spalte066;Spalte067;Spalte068;Spalte069;Spalte070;Spalte071;Spalte072;Spalte073;Spalte074;Spalte075;Spalte076;Spalte077;Spalte078;Spalte079;Spalte080;Spalte081;Spalte082;Spalte083;Spalte084;Spalte085;Spalte086;Spalte087;Spalte088;Spalte089;Spalte090;Spalte091;Spalte092;Spalte093;Spalte094;Spalte095;Spalte096;Spalte097;Spalte098;Spalte099;Spalte100;Spalte101;Spalte102;Spalte103;Spalte104;Spalte105;Spalte106;Spalte107;Spalte108;Spalte109;Spalte110;Spalte111;Spalte112;Spalte113;Spalte114;Spalte115;Spalte116;Spalte117;Spalte118;Spalte119;Spalte120;Spalte121;Spalte122;Spalte123;Spalte124;Spalte125;Spalte126;Spalte127;Spalte128;Spalte129;Spalte130;Spalte131;Spalte132;Spalte133;Spalte134;Spalte135;Spalte136;Spalte137;Spalte138;Spalte139;Spalte140;Spalte141;Spalte142;Spalte143;Spalte144;Spalte145
265;9179111;111;131;Adelshofen;13.2798;35.9;3.87;4.43;50.2;50.2;944.01;237.52;6.67;13.49;122.41;1094;1571;1683;848;53.8391224862888;7.12921705919796;82.3795180722892;126.731927710843;95;154;70;128;103;440;417;276;19;15;4;10;5;102;91;73;78;13;63;59;40;–;–;–;–;–;–;–;–;–;–;–;135;93;42;15;•;98;•;11;•;102;75.5555555555556;734;701;95.5040871934605;-599;2;5;4;7;5;2;25;23;886;228;569;•;19;17;1;•;•;1655;100;1655;100;1655;100;–;130.4;1;•;21;28;6;5;1;–;7;1;1;5;505;696;21;187;488;3901;–;–;–;6;6;–;12;0;0;0;0;–;3;8;831;35647.607;42897.2406738869;6127.047;7373.10108303249;887;550.248138957816;30009;33832.0180383315;1539.744;21.937;108.544;259.901;1144.153;310.019785189373;310.001713600274;310.000740110276;922.002395209581;338.962275449102;979.062874251497;149.980838323353;167.463039621526
266;9179113;113;;Alling;21.0208;63.37;14.09;24.4;81.78;81.78;1492.96;322.39;11.21;25.72;234.92;2789;3520;3902;1959;39.9067766224453;10.8522727272727;132.683158896289;185.632730732636;257;375;123;305;193;1072;824;753;45;41;21;21;20;326;248;251;201;47;236;240;114;1;169;8;–;–;–;–;–;–;–;–;871;593;278;155;18;401;212;114;126;701;80.4822043628014;1546;1376;89.0038809831824;-675;0;5;9;11;10;2;37;37;691;•;•;•;52;29;2;•;•;3789;100;3742;98.8;3742;98.7595671681182;229;126.2;11;196;21;35;14;11;2;1;21;4;5;12;1140;1630;125;413;1092;8530;•;•;•;19;18;1;36;0;0;0;0;3;5;15;1869;98128.591;52503.2589620118;19625.483;10500.5259497057;1924;525.109170305677;71794;37314.9688149688;6391.845;31.148;369.004;2721.831;3257.412;350.016855826497;349.999051503367;359.999871495852;1662.81087408949;1023.58168574402;1704.50910509886;–;–
267;9179114;114;131;Althegnenberg;16.0934;46.21;13.18;3.54;57.18;42.99;691.1;667.87;4.65;20.07;134.18;1368;1792;2002;994;46.3450292397661;11.71875;85.0217526413922;124.425108763207;134;195;70;162;90;525;477;349;24;28;11;18;10;191;112;152;159;-47;125;102;65;1;136;10;–;–;–;–;–;–;–;–;167;85;82;24;•;87;30;10;•;100;59.8802395209581;823;758;92.1020656136088;-658;0;2;1;5;2;1;11;11;492;•;–;•;19;21;–;–;–;2030;100;2023;99.7;2023;99.6551724137931;–;121.1;2;•;10;17;4;3;1;–;6;–;–;6;614;834;25;266;543;4469;–;–;–;4;3;1;3;0;0;0;0;–;5;15;907;38826.711;42807.8401323043;6678.079;7362.82138919515;993;520.440251572327;34751;34995.9718026183;1643.592;18.55;132.389;258.382;1227.452;330.012453300125;329.999002941323;320.000189100261;806.473012757606;280.831207065751;843.828753680079;243.886162904809;276.013951170902
268;9179117;117;;Egenhofen;33.4014;75.21;39.15;7.69;112.94;112.95;2377.81;580.78;24.02;27.26;307.43;2216;3200;3409;1723;53.8357400722022;6.53125000000001;66.3473053892216;102.065868263473;208;305;104;281;178;931;789;613;33;27;50;39;-12;282;276;215;250;26;159;149;102;1;117;9;–;–;–;–;–;–;–;–;373;193;180;53;14;160;51;25;123;255;68.3646112600536;1431;1313;91.7540181691125;-1058;0;12;12;12;11;4;51;51;1225;•;1707;•;42;39;1;•;•;3398;100;3250;95.6;3250;95.6444967628017;14;129.5;4;25;9;18;9;8;1;–;11;–;3;8;989;1419;75;398;946;7682;–;–;–;10;9;1;12;1;62;57;58;4;5;25;1669;72541.895;43464.2869982025;13068.06;7829.87417615339;1716;517.490952955368;58295;33971.4452214452;3147.844;56.11;268.628;588.144;2224.832;314.99466681637;314.999003271614;315.000147361596;915.337016574586;373.496946786857;973.908694387903;110.555394009887;180.882678311499
269;9179118;118;;Eichenau;6.9897;177.21;16.52;24.97;59.33;56.13;203.39;169.09;5.3;13.85;297.76;9689;11564;11907;5878;22.8919393126226;2.96610169491525;1386.12303290415;1703.43347639485;613;1098;343;905;516;2769;2569;3094;77;90;130;142;-52;894;794;821;752;42;681;634;340;3;602;37;–;–;–;–;–;–;–;–;1587;735;852;255;•;438;297;•;503;1216;76.6225582860744;4333;3964;91.4839603046388;-2748;0;0;1;0;1;0;2;2;–;–;–;–;97;96;1;•;•;11948;100;11923;99.8;11923;99.7740585774059;–;131.9;14;58;15;17;15;15;–;–;15;–;3;12;3334;5372;468;1964;2940;25755;•;•;•;28;23;5;32;1;170;170;107;10;68;80;6014;314328.415;52266.11489857;65778.187;10937.5103092784;6373;542.660081743869;257885;40465.2439981171;13956.551;3.331;1164.957;2325.215;10441.218;330.128840436075;330.000254945229;380.000247983754;1173.41104758702;344.882461745418;1186.33075500252;20.0346393139398;97.7817693469867
270;9179119;119;;Emmering;10.9501;107.79;41.22;29.91;65.76;56.26;489.97;242.98;24.2;43.14;272.91;5539;6133;6688;3340;20.7438165733887;9.04940485895973;505.844748858448;610.776255707763;361;627;178;510;376;1766;1473;1397;58;56;63;57;-1;481;474;539;490;-16;297;278;177;2;359;23;–;–;–;–;–;–;–;–;1499;955;544;286;•;607;412;•;202;1300;86.7244829886591;2800;2603;92.9642857142857;-1303;0;1;2;5;0;3;11;11;•;–;–;–;48;75;2;•;•;6743;99.9;6658;98.7;6658;98.6808952126871;349;134.9;12;98;11;16;8;6;2;–;11;1;–;10;1747;3075;298;1283;1494;14331;73;4789;10841;26;24;2;25;0;0;0;0;•;24;43;3517;152570.466;43380.8547057151;29190.982;8299.96644867785;3698;558.357239921486;124224;33592.21200649;7487.875;10.283;650.23;1836.498;4977.434;310.009044317154;309.999427895801;355.000226534773;1111.45539557667;491.247439513136;1153.75270892088;85.7829894611845;86.0727000747943
271;9179121;121;;Fürstenfeldbruck, St;32.5251;379.72;131.96;73.28;318.69;251.13;1155.48;753.2;42.07;49.47;1132.98;30338;33379;37202;18225;22.6250906453952;11.4533089667156;932.616046726099;1143.62127267138;2286;3062;1058;2999;2524;10007;7606;7660;383;410;363;373;37;5053;3938;3584;3962;-24;1679;1593;935;6;1979;134;1;1066;76;2;2016;148;1;2327;14497;6873;7624;2051;•;2497;•;3636;5469;10458;72.1390632544664;14963;10929;73.040165742164;-471;3;6;3;14;7;1;34;31;1433;•;–;•;360;377;14;1562;74871;35883;100;35804;99.8;35804;99.7798400356715;2753;138;15;82;60;111;44;26;3;15;177;53;89;35;6282;17791;3029;9124;5638;71299;473;29344;53108;212;169;43;210;4;508;437;359;106;379;456;18702;745429.388;39858.2712009411;131424.152;7027.27793818843;19589;557.091260700168;641015;32723.2120067385;46035.207;32.472;4360.486;14238.846;27334.207;309.99522673031;350.000040133146;380.00000760271;1233.16297447162;658.685194610377;1236.76188690365;122.92957595564;125.707778685716
272;9179123;123;;Germering, GKSt;21.6048;367.83;52.79;81.29;199.33;186.63;867.93;447.31;4.87;50.76;785.05;34968;37724;40285;19455;15.2053305879661;6.78878167744672;1618.88888888889;1865.0462962963;2372;3209;1162;2817;2526;10738;7956;9505;424;419;370;382;37;3446;3125;2838;2937;188;2054;1807;989;6;1941;127;1;891;57;2;2272;161;–;–;7204;3498;3706;1491;10;1465;2022;1836;1871;4939;68.5591338145475;16214;13953;86.0552608856544;-9014;0;3;10;8;7;1;29;29;683;•;•;•;373;386;8;780;49912;39711;100;39696;100;39696;99.9622270907305;2338;132.7;18;62;62;260;33;21;4;8;119;46;43;30;6819;19487;3354;9941;6192;77801;347;22179;46296;156;125;31;171;1;157;157;110;33;260;237;20981;892455.324;42536.3578475764;164334.311;7832.52995567418;21700;561.158520817171;752659;34684.7465437788;51745.608;27.697;4751.957;15001.434;31859.451;334.990324141268;350;330.000011774499;1291.44474393531;529.809798342817;1349.60489667565;103.77358490566;–
273;9179125;125;132;Grafrath;14.4283;100.85;7.72;10.24;62.25;55.56;425.24;685.69;12.58;89.91;209.02;2861;3618;3801;1877;32.8556448794128;5.0580431177446;198.267498267498;263.409563409563;222;336;136;260;170;957;847;873;41;37;37;59;-22;310;348;302;328;20;195;184;114;1;254;18;–;–;–;–;–;–;–;–;577;253;324;100;15;101;170;78;213;441;76.4298093587522;1349;1213;89.9184581171238;-772;2;1;0;1;3;1;8;6;659;250;•;•;35;54;1;•;•;3773;99.7;3716;98.2;3716;98.1510829371368;542;130.3;4;6;18;37;9;7;1;1;16;–;5;11;1134;1749;142;578;1029;8797;–;–;–;14;11;3;18;1;85;85;108;14;22;44;1883;111839.425;59394.277748274;23798.328;12638.517259692;1862;498.660953401178;77409;41573.0397422127;4422.436;10.852;380.457;886.32;3134.575;249.988481916609;330;379.999857531085;1155.89022477784;396.492681651856;1168.57736539467;74.6952430737062;114.881126173097
274;9179126;126;;Gröbenzell;6.3566;318.71;34.72;24.49;85.68;70.1;111.57;2.35;4.16;17.23;489.64;17504;19079;19835;9597;13.3169561243144;3.96247182766392;2752.20125786163;3118.7106918239;1015;1686;597;1401;933;4861;4406;4936;170;178;194;218;-40;1613;1612;1572;1539;73;1032;886;473;3;686;38;–;–;–;1;1067;73;–;–;3550;1702;1848;772;12;566;1331;711;930;2771;78.056338028169;7380;6604;89.4850948509485;-3833;1;0;0;1;0;0;2;1;–;–;–;–;197;229;3;196;7730;19811;100;19771;99.8;19771;99.7779460005047;–;131;14;115;32;63;15;10;2;3;33;3;17;13;5330;9375;976;3664;4735;43951;72;2727;11924;69;60;9;72;2;178;162;127;13;92;102;10490;548796.691;52316.1764537655;114875.686;10950.9710200191;10726;543.721802605566;437136;40754.8014171173;26836.868;1.785;1908.857;6617.639;18271.619;250;310.000162400935;329.999960173801;1351.7789754697;594.53760137007;1430.84727748955;–;31.1914872258194
275;9179128;128;131;Hattenhofen;7.1793;30.78;9.96;10.04;43.37;28.4;468.16;118.92;1.71;14.21;113.11;1090;1377;1520;761;39.4495412844037;10.3848946986202;151.810584958217;211.699164345404;98;124;38;127;86;402;373;272;15;11;11;11;0;115;96;118;107;-11;67;65;50;1;119;7;–;–;–;–;–;–;–;–;139;70;69;24;•;41;61;•;•;94;67.6258992805755;704;659;93.6079545454546;-565;0;3;3;3;3;1;13;13;•;•;•;•;24;20;–;–;–;1556;100;1551;99.7;1551;99.6786632390745;–;122.9;2;•;2;4;3;3;–;–;4;–;1;3;419;646;33;212;401;3284;•;•;•;4;3;1;5;0;0;0;0;–;7;8;776;30223.788;38948.1804123711;4884.337;6294.24871134021;841;568.243243243243;26603;31632.5802615933;1427.779;13.924;97.076;283.382;1028.776;309.973285841496;309.998403321092;329.998918568184;936.862860892389;363.036745406824;983.757217847769;165.737532808399;224.168531928901
276;9179130;130;131;Jesenwang;15.2983;29.97;17.05;3.34;64.07;59.18;843.91;504.59;3.31;14.94;137.82;1044;1486;1559;733;49.3295019157088;4.91251682368777;68.2352941176471;101.895424836601;89;132;58;129;67;395;343;346;11;15;31;42;-27;141;148;109;104;44;62;60;45;1;186;13;–;–;–;–;–;–;–;–;307;177;130;43;–;130;103;6;68;242;78.8273615635179;614;549;89.413680781759;-307;0;3;5;8;3;0;19;19;437;121;–;–;20;16;1;•;•;1545;100;1536;99.4;1536;99.4174757281553;–;134.4;2;•;5;8;6;5;1;–;7;–;2;5;424;624;34;162;428;3359;•;•;•;8;8;–;12;1;108;101;82;8;6;26;745;30641.755;41129.8724832215;5532.111;7425.65234899329;792;526.946107784431;25814;32593.4343434343;1466.031;21.57;103.185;260.128;1077.218;310.002874389192;310.004506534475;319.999035075023;947.660633484163;350.490627020039;1000.59728506787;114.430510665805;170.24685138539
277;9179131;131;132;Kottgeisering;8.2113;47.82;1.09;2.8;37.76;28.38;476.14;182.42;6.84;14.78;103.33;1296;1585;1561;756;20.4475308641975;-1.51419558359621;157.856272838002;190.133982947625;85;164;35;114;95;369;368;331;13;10;9;13;-3;101;92;96;100;-8;62;58;40;–;–;–;–;–;–;–;–;–;–;–;46;30;16;8;•;8;•;•;5;25;54.3478260869565;597;576;96.4824120603015;-551;0;0;0;3;4;0;7;7;456;126;–;•;16;17;–;–;–;1561;99.1;1547;98.2;1547;98.2222222222222;–;119;2;•;6;6;10;10;–;–;11;–;1;10;504;708;23;220;465;3794;•;•;•;3;2;1;3;0;0;0;0;•;•;5;803;41780.447;52030.4445828144;9119.423;11356.6911581569;824;519.8738170347;33072;40135.9223300971;1484.305;11.751;137.971;103.996;1226.337;300;309.998427213697;380.003506618743;943.014612452351;200.933926302414;963.508259212198;178.904701397713;200.038143674507
278;9179132;132;131;Landsberied;10.5351;26.96;4.49;4.46;38.97;38.97;493.63;411.53;1.02;12.16;92.12;849;1435;1558;786;83.510011778563;8.57142857142857;80.550284629981;147.817836812144;87;152;56;124;81;440;358;260;16;11;6;9;2;117;100;104;100;0;83;69;49;–;–;–;–;–;–;–;–;–;–;–;160;105;55;21;•;82;40;15;•;110;68.75;661;611;92.4357034795764;-501;0;4;1;3;4;0;12;12;622;•;•;•;16;19;2;•;•;1565;100;1561;99.7;1561;99.7444089456869;626;134.4;6;51;7;11;5;5;–;–;6;–;1;5;457;643;13;188;442;3471;–;–;–;6;5;1;9;0;0;0;0;–;3;3;762;38846.547;50979.7204724409;7548.433;9906.08005249344;830;566.939890710383;32069;38637.3493975904;1722.844;15.735;114.955;369.005;1217.424;309.988179669031;310.00215738094;310.000133718442;1112.229825694;466.244028405423;1191.07811491285;63.5403486120078;118.555555555556
279;9179134;134;;Maisach;53.4479;210.67;98.69;156.31;391.98;216.21;3714.15;496.1;37.32;63.52;989.11;10007;12699;14001;6901;39.9120615569102;10.2527758091188;187.221702525725;261.945743685688;829;1242;415;1110;814;3760;3207;2624;142;141;109;105;36;1258;1035;1043;922;113;807;701;379;3;799;56;1;945;59;–;–;–;–;–;4133;2569;1564;794;45;1386;1727;439;536;3424;82.8453907573191;5845;5137;87.8870829769033;-1713;2;10;14;31;13;11;81;79;4283;901;•;140;126;143;11;1215;53372;13822;100;13732;99.3;13732;99.3488641296484;841;138.2;13;115;36;48;21;18;1;2;30;2;8;20;3589;6322;567;2541;3214;30053;•;•;•;54;44;10;51;0;0;0;0;22;65;84;7084;314407.953;44382.8279220779;57728.414;8149.12676453981;7692;573.473495862223;273380;35540.8216328653;19714.565;82.902;1405.225;7497.335;10696.941;319.998456015749;319.999863367135;360.000062354247;1413.93996987736;817.864591551316;1460.24657534247;28.3778239977049;25.034154654548
